time,volume_m3,inflow_m3_per_day,outflow_m3_per_day
1992-10-09T00:00:00,767807210.8394381,2151.36,224761.69014084508
1992-10-10T00:00:00,768449015.1481705,870419.52,228615.21126760563
1992-10-11T00:00:00,768317193.7757761,100647.36,232468.7323943662
1992-10-12T00:00:00,768029230.242255,-51641.28,236322.25352112675
1992-10-13T00:00:00,768340986.307607,551931.84,240175.77464788733
1992-10-14T00:00:00,769659924.3718324,1562967.36,244029.2957746479
1992-10-15T00:00:00,770924421.714931,1512380.16,247882.81690140846
1992-10-16T00:00:00,772103408.8969028,1430723.52,251736.338028169
1992-10-17T00:00:00,772240411.9977479,392592.96,255589.85915492958
1992-10-18T00:00:00,772382901.4174662,401932.8,259443.38028169016
1992-10-19T00:00:00,772547120.3560578,427515.84,263296.9014084507
1992-10-20T00:00:00,773502141.1335225,1222171.2,267150.42253521126
1992-10-21T00:00:00,773799433.1898606,568296.0,271003.94366197183
1992-10-22T00:00:00,773815484.5250719,290908.8,274857.4647887324
1992-10-23T00:00:00,773770554.6591563,233781.12,278710.985915493
1992-10-24T00:00:00,773678467.5921141,190477.44,282564.5070422535
1992-10-25T00:00:00,773551319.323945,159269.76,286418.0281690141
1992-10-26T00:00:00,773390673.6946492,129625.92,290271.54929577466
1992-10-27T00:00:00,773199615.1842266,103066.56,294125.0704225352
1992-10-28T00:00:00,773030415.7926773,128779.2,297978.5915492958
1992-10-29T00:00:00,773185933.4400012,457349.76,301832.11267605633
1992-10-30T00:00:00,772939215.8061985,58968.0,305685.6338028169
1992-10-31T00:00:00,773340299.3712689,710622.72,309539.1549295775
1992-11-01T00:00:00,774096953.4152125,1070046.72,313392.676056338
1992-11-02T00:00:00,775838930.2580295,2059223.04,317246.1971830986
1992-11-03T00:00:00,778726182.2197196,3208351.68,321099.71830985916
1992-11-04T00:00:00,781198195.700283,2796966.72,324953.23943661974
1992-11-05T00:00:00,783027133.8997197,2157744.96,328806.7605633803
1992-11-06T00:00:00,785520341.1380296,2825867.52,332660.28169014084
1992-11-07T00:00:00,786499526.5352126,1315699.2,336513.8028169014
1992-11-08T00:00:00,787101256.1712689,942096.96,340367.323943662
1992-11-09T00:00:00,787471174.5261985,714139.2,344220.8450704225
1992-11-10T00:00:00,787891559.0400013,768458.88,348074.3661971831
1992-11-11T00:00:00,788200686.1926774,661055.04,351927.88732394367
1992-11-12T00:00:00,789973403.3442267,2128498.56,355781.4084507042
1992-11-13T00:00:00,790881766.1746492,1267997.76,359634.9295774648
1992-11-14T00:00:00,791640527.323945,1122249.6,363488.45070422534
1992-11-15T00:00:00,792078943.1121141,805757.76,367341.9718309859
1992-11-16T00:00:00,792390817.3791564,683069.76,371195.4929577465
1992-11-17T00:00:00,792575597.1650718,559828.8,375049.014084507
1992-11-18T00:00:00,793074103.9098606,877409.28,378902.5352112676
1992-11-19T00:00:00,793537540.8135226,846192.96,382756.05633802817
1992-11-20T00:00:00,794345169.3160578,1194238.08,386609.5774647887
1992-11-21T00:00:00,794503017.8974663,548311.68,390463.0985915493
1992-11-22T00:00:00,794510521.757748,401820.48,394316.61971830984
1992-11-23T00:00:00,794493064.576903,380712.96,398170.1408450704
1992-11-24T00:00:00,794854091.1549312,763050.24,402023.661971831
